"contrast","angle_type","estimate","SE","df","z.ratio","p.value"
"(day_sc-1) - day_sc0","Main",-9.58813536671147,0.560338061081545,Inf,-17.111340515054,0
"(day_sc-1) - day_sc1","Main",-19.1762707334229,1.12067612216309,Inf,-17.111340515054,0
"day_sc0 - day_sc1","Main",-9.58813536671147,0.560338061081545,Inf,-17.111340515054,0
"(day_sc-1) - day_sc0","NN1",11.1041694522502,0.560338061081545,Inf,19.8169109391165,0
"(day_sc-1) - day_sc1","NN1",22.2083389045004,1.12067612216309,Inf,19.8169109391165,0
"day_sc0 - day_sc1","NN1",11.1041694522502,0.560338061081545,Inf,19.8169109391165,0
"(day_sc-1) - day_sc0","NN2",-1.51603408577242,0.560338061081545,Inf,-2.7055704244795,0.0186997878176179
"(day_sc-1) - day_sc1","NN2",-3.03206817154483,1.12067612216309,Inf,-2.7055704244795,0.0186997878176179
"day_sc0 - day_sc1","NN2",-1.51603408577242,0.560338061081545,Inf,-2.7055704244795,0.0186997878176179
